Institution code (UKPRN),Institution name,Institution sort order,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Profile,FTE Category A staff submitted,4*,3*,2*,1*,unclassified
10007799,Newcastle University,1280,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,19,41,49,10,0,0
10007799,Newcastle University,1280,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,51.58,51,36,12,1,0
10007799,Newcastle University,1280,A,5,Biological Sciences, ,,,Overall,30.6,50,42,7,0,1
10007799,Newcastle University,1280,A,6,"Agriculture, Veterinary and Food Science", ,,,Overall,25.4,19,47,33,1,0
10007799,Newcastle University,1280,B,7,Earth Systems and Environmental Sciences, ,,,Overall,24.6,25,59,16,0,0
10007799,Newcastle University,1280,B,8,Chemistry, ,,,Overall,24.2,8,75,17,0,0
10007799,Newcastle University,1280,B,10,Mathematical Sciences, ,,,Overall,20.4,29,59,11,1,0
10007799,Newcastle University,1280,B,11,Computer Science and Informatics, ,,,Overall,27.5,46,41,13,0,0
10007799,Newcastle University,1280,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering", ,,,Overall,43.45,21,60,19,0,0
10007799,Newcastle University,1280,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Overall,31.2,27,63,6,0,4
10007799,Newcastle University,1280,B,14,Civil and Construction Engineering, ,,,Overall,40.6,30,58,12,0,0
10007799,Newcastle University,1280,C,16,"Architecture, Built Environment and Planning", ,,,Overall,41.8,28,57,15,0,0
10007799,Newcastle University,1280,C,17,"Geography, Environmental Studies and Archaeology",A,Archaeology,,Overall,8.7,18,35,47,0,0
10007799,Newcastle University,1280,C,17,"Geography, Environmental Studies and Archaeology",B,Geography,,Overall,27.2,35,47,18,0,0
10007799,Newcastle University,1280,C,19,Business and Management Studies, ,,,Overall,60.2,18,39,40,3,0
10007799,Newcastle University,1280,C,20,Law, ,,,Overall,21,14,56,27,3,0
10007799,Newcastle University,1280,C,21,Politics and International Studies, ,,,Overall,20.6,14,38,44,4,0
10007799,Newcastle University,1280,C,23,Sociology, ,,,Overall,18.5,23,49,25,3,0
10007799,Newcastle University,1280,C,25,Education, ,,,Overall,16.7,21,50,25,4,0
10007799,Newcastle University,1280,D,28,Modern Languages and Linguistics, ,,,Overall,49.97,35,39,22,3,1
10007799,Newcastle University,1280,D,29,English Language and Literature, ,,,Overall,32.1,57,32,11,0,0
10007799,Newcastle University,1280,D,30,History, ,,,Overall,23.9,20,42,37,1,0
10007799,Newcastle University,1280,D,31,Classics, ,,,Overall,10.2,29,47,22,0,2
10007799,Newcastle University,1280,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,16.25,24,59,13,4,0
10007799,Newcastle University,1280,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,13.6,36,36,26,2,0
10007799,Newcastle University,1280,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,14.35,42,40,16,2,0
10007832,Newman University,1290,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,3,0,12,47,21,20
10007832,Newman University,1290,C,25,Education, ,,,Overall,7.4,11,26,53,10,0
10007832,Newman University,1290,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,4,0,17,64,19,0
10007832,Newman University,1290,D,29,English Language and Literature, ,,,Overall,4.5,4,39,38,19,0
10007832,Newman University,1290,D,30,History, ,,,Overall,2.4,7,39,44,10,0
10007832,Newman University,1290,D,33,Theology and Religious Studies, ,,,Overall,2,0,26,28,45,1
10007138,University of Northampton,1310,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,13.4,5,19,62,13,1
10007138,University of Northampton,1310,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,8,0,4,37,32,27
10007138,University of Northampton,1310,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering", ,,,Overall,6.75,0,18,67,15,0
10007138,University of Northampton,1310,C,17,"Geography, Environmental Studies and Archaeology", ,,,Overall,9.5,5,31,47,17,0
10007138,University of Northampton,1310,C,19,Business and Management Studies, ,,,Overall,11.8,0,18,56,20,6
10007138,University of Northampton,1310,C,25,Education, ,,,Overall,14.6,2,25,42,31,0
10007138,University of Northampton,1310,D,29,English Language and Literature, ,,,Overall,12,3,52,33,12,0
10007138,University of Northampton,1310,D,30,History, ,,,Overall,8,19,48,33,0,0
10007138,University of Northampton,1310,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,10.2,5,20,49,26,0
10001282,University of Northumbria at Newcastle,1350,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,44.2,31,50,19,0,0
10001282,University of Northumbria at Newcastle,1350,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,19.3,22,33,38,6,1
10001282,University of Northumbria at Newcastle,1350,B,10,Mathematical Sciences, ,,,Overall,14,5,46,43,6,0
10001282,University of Northumbria at Newcastle,1350,B,11,Computer Science and Informatics, ,,,Overall,13,6,36,46,12,0
10001282,University of Northumbria at Newcastle,1350,B,15,General Engineering, ,,,Overall,23,12,56,32,0,0
10001282,University of Northumbria at Newcastle,1350,C,16,"Architecture, Built Environment and Planning", ,,,Overall,18.2,10,38,46,6,0
10001282,University of Northumbria at Newcastle,1350,C,17,"Geography, Environmental Studies and Archaeology", ,,,Overall,19,8,44,43,5,0
10001282,University of Northumbria at Newcastle,1350,C,19,Business and Management Studies, ,,,Overall,23.2,11,35,51,3,0
10001282,University of Northumbria at Newcastle,1350,C,20,Law, ,,,Overall,13.7,3,43,53,1,0
10001282,University of Northumbria at Newcastle,1350,C,22,Social Work and Social Policy, ,,,Overall,30.6,5,46,42,7,0
10001282,University of Northumbria at Newcastle,1350,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,13.8,2,36,50,12,0
10001282,University of Northumbria at Newcastle,1350,D,29,English Language and Literature, ,,,Overall,29,26,46,25,3,0
10001282,University of Northumbria at Newcastle,1350,D,30,History, ,,,Overall,20,23,46,27,4,0
10001282,University of Northumbria at Newcastle,1350,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,40.7,24,44,18,14,0
10001282,University of Northumbria at Newcastle,1350,D,36,"Communication, Cultural and Media Studies, Library and Information Management",A,"Communication, Cultural and Media Studies",,Overall,13.6,27,44,24,5,0
10001282,University of Northumbria at Newcastle,1350,D,36,"Communication, Cultural and Media Studies, Library and Information Management",B,Library and Information Management,,Overall,7.4,6,46,35,13,0
10004775,Norwich University of the Arts,1360,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,7.45,19,36,40,5,0
10007154,University of Nottingham,1370,A,1,Clinical Medicine, ,,,Overall,103.7,34,47,17,1,1
10007154,University of Nottingham,1370,A,2,"Public Health, Health Services and Primary Care", ,,,Overall,33.02,38,44,16,2,0
10007154,University of Nottingham,1370,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",A,Pharmacy,,Overall,44.1,51,42,6,0,1
10007154,University of Nottingham,1370,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",B,Nursing and Allied health professionals,,Overall,37.8,38,48,12,2,0
10007154,University of Nottingham,1370,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,53.2,38,44,17,1,0
10007154,University of Nottingham,1370,A,5,Biological Sciences, ,,,Overall,90.86,23,50,22,2,3
10007154,University of Nottingham,1370,A,6,"Agriculture, Veterinary and Food Science", ,,,Overall,111.45,37,43,17,1,2
10007154,University of Nottingham,1370,B,8,Chemistry, ,,,Overall,42,27,68,5,0,0
10007154,University of Nottingham,1370,B,9,Physics, ,,,Overall,54.56,37,59,4,0,0
10007154,University of Nottingham,1370,B,10,Mathematical Sciences, ,,,Overall,54.85,32,56,11,1,0
10007154,University of Nottingham,1370,B,11,Computer Science and Informatics, ,,,Overall,42.85,37,51,11,1,0
10007154,University of Nottingham,1370,B,15,General Engineering, ,,,Overall,149.1,27,62,11,0,0
10007154,University of Nottingham,1370,C,16,"Architecture, Built Environment and Planning", ,,,Overall,24,10,55,26,8,1
10007154,University of Nottingham,1370,C,17,"Geography, Environmental Studies and Archaeology",A,Archaeology,,Overall,13,6,53,37,1,3
10007154,University of Nottingham,1370,C,17,"Geography, Environmental Studies and Archaeology",B,Geography,,Overall,40.9,26,47,20,7,0
10007154,University of Nottingham,1370,C,18,Economics and Econometrics, ,,,Overall,35,18,71,10,0,1
10007154,University of Nottingham,1370,C,19,Business and Management Studies, ,,,Overall,89.2,28,41,26,5,0
10007154,University of Nottingham,1370,C,20,Law, ,,,Overall,45.53,37,44,18,1,0
10007154,University of Nottingham,1370,C,21,Politics and International Studies, ,,,Overall,33.3,16,52,28,3,1
10007154,University of Nottingham,1370,C,22,Social Work and Social Policy, ,,,Overall,33,40,38,18,3,1
10007154,University of Nottingham,1370,C,25,Education, ,,,Overall,24.6,55,29,15,0,1
10007154,University of Nottingham,1370,D,27,Area Studies,A,American and canadian studies,,Overall,19.5,31,42,21,5,1
10007154,University of Nottingham,1370,D,27,Area Studies,B,Contemporary chinese studies,,Overall,22,16,45,37,2,0
10007154,University of Nottingham,1370,D,28,Modern Languages and Linguistics, ,,,Overall,57.7,26,43,28,3,0
10007154,University of Nottingham,1370,D,29,English Language and Literature, ,,,Overall,41.95,48,34,16,1,1
10007154,University of Nottingham,1370,D,30,History, ,,,Overall,29,28,38,32,2,0
10007154,University of Nottingham,1370,D,31,Classics, ,,,Overall,14,38,42,16,4,0
10007154,University of Nottingham,1370,D,32,Philosophy, ,,,Overall,13,11,58,31,0,0
10007154,University of Nottingham,1370,D,33,Theology and Religious Studies, ,,,Overall,15.71,30,44,23,3,0
10007154,University of Nottingham,1370,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,9,23,34,33,2,8
10007154,University of Nottingham,1370,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,10.5,45,39,16,0,0
10007154,University of Nottingham,1370,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,16,40,43,17,0,0
10004797,Nottingham Trent University,1380,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,23.8,30,56,14,0,0
10004797,Nottingham Trent University,1380,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,21.8,25,42,31,1,1
10004797,Nottingham Trent University,1380,B,11,Computer Science and Informatics, ,,,Overall,14.25,6,28,42,24,0
10004797,Nottingham Trent University,1380,B,15,General Engineering, ,,,Overall,14.4,25,59,16,0,0
10004797,Nottingham Trent University,1380,C,16,"Architecture, Built Environment and Planning", ,,,Overall,11.2,9,33,43,13,2
10004797,Nottingham Trent University,1380,C,17,"Geography, Environmental Studies and Archaeology", ,,,Overall,11.81,0,25,64,11,0
10004797,Nottingham Trent University,1380,C,19,Business and Management Studies, ,,,Overall,23,11,48,36,5,0
10004797,Nottingham Trent University,1380,C,20,Law, ,,,Overall,13,4,36,53,7,0
10004797,Nottingham Trent University,1380,C,22,Social Work and Social Policy, ,,,Overall,9.52,11,26,49,14,0
10004797,Nottingham Trent University,1380,C,25,Education, ,,,Overall,20.9,6,15,45,28,6
10004797,Nottingham Trent University,1380,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,12.81,0,34,62,4,0
10004797,Nottingham Trent University,1380,D,28,Modern Languages and Linguistics, ,,,Overall,8.59,23,29,38,9,1
10004797,Nottingham Trent University,1380,D,29,English Language and Literature, ,,,Overall,20,19,51,22,8,0
10004797,Nottingham Trent University,1380,D,30,History, ,,,Overall,8.25,11,56,31,2,0
10004797,Nottingham Trent University,1380,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,20.9,15,49,23,6,7
10004797,Nottingham Trent University,1380,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,11.7,20,45,31,4,0
10007773,Open University,1390,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,17,16,61,22,1,0
10007773,Open University,1390,B,7,Earth Systems and Environmental Sciences, ,,,Overall,58.01,11,66,22,1,0
10007773,Open University,1390,B,10,Mathematical Sciences, ,,,Overall,18.8,9,53,33,0,5
10007773,Open University,1390,B,11,Computer Science and Informatics, ,,,Overall,31.1,13,62,24,1,0
10007773,Open University,1390,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Overall,18,8,77,15,0,0
10007773,Open University,1390,C,17,"Geography, Environmental Studies and Archaeology", ,,,Overall,13,23,53,21,3,0
10007773,Open University,1390,C,19,Business and Management Studies, ,,,Overall,17.9,19,53,25,3,0
10007773,Open University,1390,C,22,Social Work and Social Policy, ,,,Overall,18.6,15,54,29,2,0
10007773,Open University,1390,C,23,Sociology, ,,,Overall,37,22,42,36,0,0
10007773,Open University,1390,C,24,Anthropology and Development Studies, ,,,Overall,22.1,24,45,27,4,0
10007773,Open University,1390,C,25,Education, ,,,Overall,54.26,38,31,26,5,0
10007773,Open University,1390,D,29,English Language and Literature, ,,,Overall,16.5,26,50,23,1,0
10007773,Open University,1390,D,30,History, ,,,Overall,14.3,27,49,23,1,0
10007773,Open University,1390,D,31,Classics, ,,,Overall,11.8,16,39,42,3,0
10007773,Open University,1390,D,32,Philosophy, ,,,Overall,8,6,31,59,4,0
10007773,Open University,1390,D,33,Theology and Religious Studies, ,,,Overall,6,18,35,47,0,0
10007773,Open University,1390,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,23.2,29,57,12,2,0
10007773,Open University,1390,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,10.6,44,50,6,0,0
10007780,School of Oriental and African Studies,1400,C,19,Business and Management Studies, ,,,Overall,22.7,14,44,37,2,3
10007780,School of Oriental and African Studies,1400,C,20,Law, ,,,Overall,21.7,28,45,19,6,2
10007780,School of Oriental and African Studies,1400,C,21,Politics and International Studies, ,,,Overall,24.6,27,38,30,4,1
10007780,School of Oriental and African Studies,1400,C,24,Anthropology and Development Studies,A,Social Anthropology,,Overall,18,25,34,38,2,1
10007780,School of Oriental and African Studies,1400,C,24,Anthropology and Development Studies,B,Development Studies,,Overall,38.65,17,45,29,9,0
10007780,School of Oriental and African Studies,1400,D,27,Area Studies, ,,,Overall,46.95,19,47,27,7,0
10007780,School of Oriental and African Studies,1400,D,28,Modern Languages and Linguistics, ,,,Overall,12.35,27,39,26,7,1
10007780,School of Oriental and African Studies,1400,D,30,History, ,,,Overall,17.2,15,35,44,5,1
10007780,School of Oriental and African Studies,1400,D,33,Theology and Religious Studies, ,,,Overall,14.3,29,49,20,1,1
10007780,School of Oriental and African Studies,1400,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,9.75,35,46,19,0,0
10007780,School of Oriental and African Studies,1400,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,8,44,48,8,0,0
10007774,University of Oxford,1410,A,1,Clinical Medicine, ,,,Overall,238.51,53,39,8,0,0
10007774,University of Oxford,1410,A,2,"Public Health, Health Services and Primary Care", ,,,Overall,47.7,57,35,7,1,0
10007774,University of Oxford,1410,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,98.3,67,28,5,0,0
10007774,University of Oxford,1410,A,5,Biological Sciences, ,,,Overall,223.8,47,46,7,0,0
10007774,University of Oxford,1410,B,7,Earth Systems and Environmental Sciences, ,,,Overall,36.45,43,51,5,1,0
10007774,University of Oxford,1410,B,8,Chemistry, ,,,Overall,83.9,49,47,3,0,1
10007774,University of Oxford,1410,B,9,Physics, ,,,Overall,124.7,43,49,7,1,0
10007774,University of Oxford,1410,B,10,Mathematical Sciences, ,,,Overall,148.6,59,37,4,0,0
10007774,University of Oxford,1410,B,11,Computer Science and Informatics, ,,,Overall,73.5,53,34,9,2,2
10007774,University of Oxford,1410,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Overall,34.12,60,38,2,0,0
10007774,University of Oxford,1410,B,15,General Engineering, ,,,Overall,93.79,55,41,4,0,0
10007774,University of Oxford,1410,C,17,"Geography, Environmental Studies and Archaeology",A,Archaeology,,Overall,33.33,41,39,18,2,0
10007774,University of Oxford,1410,C,17,"Geography, Environmental Studies and Archaeology",B,Geography and Environmental studies,,Overall,53.85,41,42,16,1,0
10007774,University of Oxford,1410,C,18,Economics and Econometrics, ,,,Overall,83.9,56,33,10,1,0
10007774,University of Oxford,1410,C,19,Business and Management Studies, ,,,Overall,42.1,51,36,11,2,0
10007774,University of Oxford,1410,C,20,Law, ,,,Overall,108.88,40,44,15,1,0
10007774,University of Oxford,1410,C,21,Politics and International Studies, ,,,Overall,76.65,54,27,15,4,0
10007774,University of Oxford,1410,C,22,Social Work and Social Policy, ,,,Overall,27.4,79,14,7,0,0
10007774,University of Oxford,1410,C,23,Sociology, ,,,Overall,32.85,37,45,18,0,0
10007774,University of Oxford,1410,C,24,Anthropology and Development Studies,A,Anthropology,,Overall,55.8,23,45,28,4,0
10007774,University of Oxford,1410,C,24,Anthropology and Development Studies,B,International development,,Overall,44.13,40,39,20,1,0
10007774,University of Oxford,1410,C,25,Education, ,,,Overall,39.22,65,27,8,0,0
10007774,University of Oxford,1410,D,27,Area Studies, ,,,Overall,71.1,36,40,19,5,0
10007774,University of Oxford,1410,D,28,Modern Languages and Linguistics, ,,,Overall,116.75,27,43,23,5,2
10007774,University of Oxford,1410,D,29,English Language and Literature, ,,,Overall,87.79,42,42,16,0,0
10007774,University of Oxford,1410,D,30,History, ,,,Overall,130.05,45,37,17,1,0
10007774,University of Oxford,1410,D,31,Classics, ,,,Overall,68.65,47,34,17,2,0
10007774,University of Oxford,1410,D,32,Philosophy, ,,,Overall,71.5,51,31,16,2,0
10007774,University of Oxford,1410,D,33,Theology and Religious Studies, ,,,Overall,32.7,34,38,24,4,0
10007774,University of Oxford,1410,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,9,22,53,20,5,0
10007774,University of Oxford,1410,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,20.25,55,34,10,1,0
10004930,Oxford Brookes University,1420,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,10.2,18,64,16,0,2
10004930,Oxford Brookes University,1420,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,14.7,8,46,41,5,0
10004930,Oxford Brookes University,1420,A,5,Biological Sciences, ,,,Overall,25.6,13,46,36,5,0
10004930,Oxford Brookes University,1420,B,11,Computer Science and Informatics, ,,,Overall,13,20,39,25,8,8
10004930,Oxford Brookes University,1420,B,15,General Engineering, ,,,Overall,25.9,3,54,39,4,0
10004930,Oxford Brookes University,1420,C,16,"Architecture, Built Environment and Planning", ,,,Overall,32.19,23,46,28,3,0
10004930,Oxford Brookes University,1420,C,17,"Geography, Environmental Studies and Archaeology", ,,,Overall,13.7,7,32,53,8,0
10004930,Oxford Brookes University,1420,C,19,Business and Management Studies, ,,,Overall,23.5,11,47,38,4,0
10004930,Oxford Brookes University,1420,C,20,Law, ,,,Overall,9,0,34,60,6,0
10004930,Oxford Brookes University,1420,C,21,Politics and International Studies, ,,,Overall,14.6,11,33,39,16,1
10004930,Oxford Brookes University,1420,C,25,Education, ,,,Overall,10.5,11,26,46,16,1
10004930,Oxford Brookes University,1420,D,29,English Language and Literature, ,,,Overall,14.7,20,65,15,0,0
10004930,Oxford Brookes University,1420,D,30,History, ,,,Overall,28.75,25,53,20,2,0
10004930,Oxford Brookes University,1420,D,32,Philosophy, ,,,Overall,6.3,9,21,61,9,0
10004930,Oxford Brookes University,1420,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,7.9,7,38,40,15,0
10004930,Oxford Brookes University,1420,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,11.65,26,31,41,2,0
10004930,Oxford Brookes University,1420,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,7.3,11,43,27,16,3
10007801,University of Plymouth,1430,A,1,Clinical Medicine, ,,,Overall,14.5,37,42,21,0,0
10007801,University of Plymouth,1430,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,34.9,14,49,27,1,9
10007801,University of Plymouth,1430,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,30.8,21,62,17,0,0
10007801,University of Plymouth,1430,A,6,"Agriculture, Veterinary and Food Science", ,,,Overall,24.45,13,40,42,4,1
10007801,University of Plymouth,1430,B,7,Earth Systems and Environmental Sciences, ,,,Overall,44.92,14,71,14,1,0
10007801,University of Plymouth,1430,B,10,Mathematical Sciences, ,,,Overall,14.4,7,45,39,1,8
10007801,University of Plymouth,1430,B,11,Computer Science and Informatics, ,,,Overall,12.4,15,66,18,1,0
10007801,University of Plymouth,1430,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Overall,7.8,16,49,35,0,0
10007801,University of Plymouth,1430,B,15,General Engineering, ,,,Overall,17.2,8,58,32,2,0
10007801,University of Plymouth,1430,C,16,"Architecture, Built Environment and Planning", ,,,Overall,12.95,7,37,50,6,0
10007801,University of Plymouth,1430,C,17,"Geography, Environmental Studies and Archaeology", ,,,Overall,29.2,17,47,30,6,0
10007801,University of Plymouth,1430,C,19,Business and Management Studies, ,,,Overall,32.6,8,41,43,7,1
10007801,University of Plymouth,1430,C,22,Social Work and Social Policy, ,,,Overall,22.02,17,45,36,2,0
10007801,University of Plymouth,1430,C,25,Education, ,,,Overall,24,9,45,35,11,0
10007801,University of Plymouth,1430,D,29,English Language and Literature, ,,,Overall,10.97,22,34,35,9,0
10007801,University of Plymouth,1430,D,30,History, ,,,Overall,11,9,47,42,2,0
10007801,University of Plymouth,1430,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,13.75,17,55,24,3,1
10007801,University of Plymouth,1430,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,8.2,25,36,29,10,0
10007155,University of Portsmouth,1450,A,2,"Public Health, Health Services and Primary Care", ,,,Overall,8.3,2,36,55,7,0
10007155,University of Portsmouth,1450,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,23.8,24,66,9,0,1
10007155,University of Portsmouth,1450,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,19.9,21,46,26,6,1
10007155,University of Portsmouth,1450,B,7,Earth Systems and Environmental Sciences, ,,,Overall,25.73,8,62,30,0,0
10007155,University of Portsmouth,1450,B,9,Physics, ,,,Overall,16.3,17,72,11,0,0
10007155,University of Portsmouth,1450,B,10,Mathematical Sciences, ,,,Overall,11,6,56,38,0,0
10007155,University of Portsmouth,1450,B,11,Computer Science and Informatics, ,,,Overall,13,20,44,33,3,0
10007155,University of Portsmouth,1450,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering", ,,,Overall,18,1,49,45,5,0
10007155,University of Portsmouth,1450,C,17,"Geography, Environmental Studies and Archaeology", ,,,Overall,11,11,28,50,9,2
10007155,University of Portsmouth,1450,C,19,Business and Management Studies, ,,,Overall,41.4,17,45,33,5,0
10007155,University of Portsmouth,1450,C,22,Social Work and Social Policy, ,,,Overall,23.1,8,42,43,5,2
10007155,University of Portsmouth,1450,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,7.5,10,42,40,8,0
10007155,University of Portsmouth,1450,D,27,Area Studies, ,,,Overall,39.4,25,43,28,4,0
10007155,University of Portsmouth,1450,D,29,English Language and Literature, ,,,Overall,12.5,16,34,45,5,0
10007155,University of Portsmouth,1450,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,11,31,38,24,7,0
10007775,Queen Mary University of London,1460,A,1,Clinical Medicine, ,,,Overall,144.11,40,50,9,0,1
10007775,Queen Mary University of London,1460,A,2,"Public Health, Health Services and Primary Care", ,,,Overall,20.61,44,42,13,1,0
10007775,Queen Mary University of London,1460,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,32.2,44,48,7,0,1
10007775,Queen Mary University of London,1460,A,5,Biological Sciences, ,,,Overall,23.39,31,51,14,2,2
10007775,Queen Mary University of London,1460,B,8,Chemistry, ,,,Overall,14,20,67,13,0,0
10007775,Queen Mary University of London,1460,B,9,Physics, ,,,Overall,24,17,73,10,0,0
10007775,Queen Mary University of London,1460,B,10,Mathematical Sciences, ,,,Overall,34.8,14,73,13,0,0
10007775,Queen Mary University of London,1460,B,11,Computer Science and Informatics, ,,,Overall,30.5,39,52,8,1,0
10007775,Queen Mary University of London,1460,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials",A,Electrical and Electronic engineering,,Overall,19,20,79,1,0,0
10007775,Queen Mary University of London,1460,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials",B,Materials,,Overall,24.2,21,66,12,1,0
10007775,Queen Mary University of London,1460,B,15,General Engineering, ,,,Overall,24.6,40,51,8,0,1
10007775,Queen Mary University of London,1460,C,17,"Geography, Environmental Studies and Archaeology", ,,,Overall,31.35,34,49,13,4,0
10007775,Queen Mary University of London,1460,C,18,Economics and Econometrics, ,,,Overall,24.45,18,65,14,3,0
10007775,Queen Mary University of London,1460,C,19,Business and Management Studies, ,,,Overall,33,23,42,33,1,1
10007775,Queen Mary University of London,1460,C,20,Law, ,,,Overall,35.02,26,60,12,1,1
10007775,Queen Mary University of London,1460,C,21,Politics and International Studies, ,,,Overall,21.5,12,62,25,1,0
10007775,Queen Mary University of London,1460,D,28,Modern Languages and Linguistics,A,Linguistics,,Overall,7.55,62,34,4,0,0
10007775,Queen Mary University of London,1460,D,28,Modern Languages and Linguistics,B,"Modern languages, literatures and culture",,Overall,31.4,35,39,21,5,0
10007775,Queen Mary University of London,1460,D,29,English Language and Literature, ,,,Overall,41.13,54,34,11,1,0
10007775,Queen Mary University of London,1460,D,30,History, ,,,Overall,38,40,42,17,1,0
10007775,Queen Mary University of London,1460,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,16,69,24,7,0,0
10007802,University of Reading,1510,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,23.2,17,64,19,0,0
10007802,University of Reading,1510,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,40.15,31,46,21,1,1
10007802,University of Reading,1510,A,5,Biological Sciences, ,,,Overall,20.6,17,65,17,1,0
10007802,University of Reading,1510,A,6,"Agriculture, Veterinary and Food Science", ,,,Overall,73,45,36,17,2,0
10007802,University of Reading,1510,B,7,Earth Systems and Environmental Sciences, ,,,Overall,75.68,27,59,12,2,0
10007802,University of Reading,1510,B,8,Chemistry, ,,,Overall,22,8,69,23,0,0
10007802,University of Reading,1510,B,10,Mathematical Sciences, ,,,Overall,26.5,15,71,13,1,0
10007802,University of Reading,1510,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Overall,17.2,10,61,24,5,0
10007802,University of Reading,1510,C,16,"Architecture, Built Environment and Planning", ,,,Overall,34.9,41,42,15,2,0
10007802,University of Reading,1510,C,17,"Geography, Environmental Studies and Archaeology",A,Archaeology,,Overall,19,30,51,16,3,0
10007802,University of Reading,1510,C,17,"Geography, Environmental Studies and Archaeology",B,Geography,,Overall,21.8,6,42,49,3,0
10007802,University of Reading,1510,C,19,Business and Management Studies, ,,,Overall,40,32,49,17,2,0
10007802,University of Reading,1510,C,20,Law, ,,,Overall,26.2,15,55,30,0,0
10007802,University of Reading,1510,C,21,Politics and International Studies, ,,,Overall,16,26,40,33,1,0
10007802,University of Reading,1510,C,25,Education, ,,,Overall,15.6,29,47,23,1,0
10007802,University of Reading,1510,D,28,Modern Languages and Linguistics, ,,,Overall,21.71,27,44,27,2,0
10007802,University of Reading,1510,D,29,English Language and Literature, ,,,Overall,27,24,53,20,3,0
10007802,University of Reading,1510,D,30,History, ,,,Overall,16.2,20,58,22,0,0
10007802,University of Reading,1510,D,31,Classics, ,,,Overall,12.5,33,53,11,3,0
10007802,University of Reading,1510,D,32,Philosophy, ,,,Overall,11.2,17,41,39,3,0
